               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.021528,           0.0098404,            0.020936,             0.86083,             0.85117,             0.91929,             0.71155,            0.012149,           0.0029702,            0.013167,           0.0061867,           0.0061867,           0.0061867
                 145,             0.02092,           0.0092895,            0.019851,             0.88391,             0.80961,             0.91216,             0.67681,            0.013379,           0.0030456,            0.011756,             0.00616,             0.00616,             0.00616
                 146,            0.021539,           0.0097717,             0.01855,             0.85638,             0.86332,              0.9213,             0.71075,            0.011765,           0.0030179,            0.013041,           0.0061333,           0.0061333,           0.0061333
                 147,            0.021472,           0.0096863,              0.0215,             0.90519,             0.79295,             0.92062,             0.70326,            0.013705,           0.0030197,            0.011021,           0.0061067,           0.0061067,           0.0061067
                 148,            0.021799,           0.0095829,            0.020169,             0.83818,             0.85959,             0.92419,             0.70913,            0.013501,            0.002916,            0.010505,             0.00608,             0.00608,             0.00608
                 149,            0.019725,           0.0093592,            0.018379,             0.91963,             0.84682,             0.92485,             0.72279,            0.013248,           0.0027729,            0.007444,           0.0060533,           0.0060533,           0.0060533
                 150,            0.020619,           0.0092348,            0.019013,             0.86618,             0.88129,              0.9448,             0.75442,            0.012562,           0.0029008,           0.0068394,           0.0060267,           0.0060267,           0.0060267
                 151,            0.021005,           0.0093653,            0.018549,             0.89465,             0.85256,             0.94999,             0.74582,            0.012926,           0.0028517,            0.010049,               0.006,               0.006,               0.006
                 152,            0.021117,            0.009118,            0.018743,             0.84199,             0.88185,             0.94829,             0.73765,             0.01152,           0.0027344,            0.014084,           0.0059733,           0.0059733,           0.0059733
                 153,            0.019833,           0.0091806,            0.018904,             0.88415,             0.86195,             0.94499,             0.71859,            0.012298,           0.0028897,            0.012479,           0.0059467,           0.0059467,           0.0059467
                 154,             0.02115,           0.0091041,             0.01889,             0.87205,             0.86977,             0.94505,             0.73346,            0.011895,           0.0029191,            0.011076,             0.00592,             0.00592,             0.00592
